X,species,unique,series,cell_type,cell_line,tissue_type,IF,platform,FactorName,FactorType,MappedReadsNumber,RawReadsNumber,FastQCscore,UniquelyMappedRatio,PBC,FRiP,UnionDHSRatio,AllPeaksNumber,PeaksFoldChange>=10,PeaksFoldChange>=20,PeaksPromoterPercentage,PeaksExonPercentage,PeaksIntronPercentage,PeaksIntergenicPercentage
5352,Mus musculus,GSM279940,GSE11074,Lymphocyte,BIV1,Embryo,36.28,GPL9052,H3K4me3,hm,7457700,24702381,25,0.302,0.988,0.194,0.977,24011,2201,12,0.25940006684492,0.0819268048128342,0.500125334224599,0.158547794117647
5354,Mus musculus,GSM279942,GSE11074,Fibroblast,MCV8.1,Embryo,36.28,GPL9052,H3K4me3,hm,8353318,17606096,24,0.474,0.976,0.424,0.996,39360,8093,162,0.194893054248582,0.225158320404893,0.35008520053918,0.229863424807345
5356,Mus musculus,GSM454429,GSE18125,Fibroblast,NA,Embryo,8.694,GPL9185,H3K4me3,hm,5655296,9246248,26,0.612,0.966,0.235,0.99,19216,5249,37,0.199530148786218,0.225371965544244,0.491464369616288,0.0836335160532498
5359,Mus musculus,GSM454432,GSE18125,Fibroblast,NA,Embryo,8.694,GPL9185,H3K4me3,hm,13294468,22001527,25,0.604,0.984,0.222,0.994,19530,7003,159,0.211527584965808,0.272250501311121,0.426242994498432,0.0899789192246388
5398,Mus musculus,GSM859498,GSE34954,T Lymphocyte,NA,Blood,22.462,GPL9250,H3K4me3,hm,8900409,13893632,37,0.641,0.977,0.068,0.939,2219,98,8,0.174434702353484,0.305029995385325,0.432395016151361,0.0881402861098293
5399,Mus musculus,GSM859499,GSE34954,T Lymphocyte,NA,Blood,22.462,GPL9250,H3K4me3,hm,12548647,20568736,36,0.61,0.972,0.051,0.843,2541,157,13,0.130663430420712,0.331310679611651,0.398462783171521,0.139563106796116
5406,Mus musculus,GSM859506,GSE34954,T Lymphocyte,NA,Lymph Node,22.462,GPL9250,H3K4me3,hm,13107550,24073901,36,0.544,0.984,0.115,0.905,1164,59,13,0.189090909090909,0.2,0.471818181818182,0.139090909090909
5407,Mus musculus,GSM859507,GSE34954,T Lymphocyte,NA,Lymph Node,22.462,GPL9250,H3K4me3,hm,10680819,23914365,36,0.447,0.987,0.16,0.663,172,62,14,0.0598290598290598,0.0512820512820513,0.239316239316239,0.64957264957265
5465,Mus musculus,GSM791784,GSE31968,Embryonic Stem Cell,E14,Embryo,9.205,GPL9185,H3K4me3,hm,5938509,9853793,36,0.603,0.767,0.262,0.989,24397,6047,86,0.191664955861219,0.270786286183535,0.391788133853418,0.145760624101827
5466,Mus musculus,GSM791785,GSE31968,Embryonic Stem Cell,E14,Embryo,9.205,GPL9185,H3K4me3,hm,2368169,3525714,38,0.672,0.938,0.321,0.994,18576,6144,37,0.179500996928383,0.364175243843294,0.353451527725387,0.102872231502937
5473,Mus musculus,GSM803112,GSE32311,Thymocyte,NA,Thymus,26.008,GPL9185,H3K4me3,hm,8995290,9846409,31,0.914,0.921,0.775,0.999,29426,12834,1681,0.198856870683496,0.232844554825979,0.357636171877658,0.210662402612867
5478,Mus musculus,GSM803117,GSE32311,Thymocyte,NA,Thymus,26.008,GPL9185,H3K4me3,hm,15495895,21085629,37,0.735,0.957,0.513,0.999,35118,7989,158,0.194495989037655,0.176025578806132,0.397670501584401,0.231807930571812
5483,Mus musculus,GSM803122,GSE32311,Thymocyte,NA,Thymus,26.008,GPL9185,H3K4me3,hm,16684790,20643829,33,0.808,0.893,0.683,0.998,34270,7362,147,0.215861605446948,0.136056807223635,0.422138452996698,0.22594313433272
5494,Mus musculus,GSM865713,GSE35316,Lymphocyte,NA,Blood,2.286,GPL9052,H3K4me3,hm,18193747,21626986,33,0.841,0.948,0.378,0.987,30596,2732,22,0.257792037716082,0.0620089051859612,0.46460843373494,0.215590623363017
5746,Mus musculus,GSM531812,GSE21271,Fibroblast,NA,Embryo,NA,GPL9052,H3K4me3,hm,12911389,16146065,31,0.8,0.976,0.416,0.998,39510,10327,559,0.19315936154041,0.193691411198379,0.396757030656195,0.216392196605016
5765,Mus musculus,GSM569076,GSE23078,Fibroblast,NA,NA,NA,GPL9185,H3K4me3,hm,3551923,4806557,40,0.739,0.942,0.276,0.994,20984,6364,152,0.242093211849449,0.26069741926251,0.37661594237466,0.120593426513381
5814,Mus musculus,GSM836118,GSE33802,T Lymphocyte,NA,Blood,21.637,GPL11002,H3K4me3,hm,7443414,9970980,31,0.747,0.966,0.291,0.97,29626,4350,27,0.228402366863905,0.0703972950126796,0.50508875739645,0.196111580726965
5816,Mus musculus,GSM836120,GSE33802,T Lymphocyte,NA,Blood,21.637,GPL11002,H3K4me3,hm,7390409,9569253,31,0.772,0.974,0.222,0.972,22105,4519,28,0.243767564137431,0.0775088387272233,0.539887589520442,0.138836007614903
5818,Mus musculus,GSM836122,GSE33802,T Lymphocyte,NA,Blood,21.637,GPL11002,H3K4me3,hm,23297690,27164615,36,0.858,0.979,0.059,0.229,20619,145,3,0.0106450201720702,0.109561075195645,0.724007193894911,0.155786710737374
5835,Mus musculus,GSM783882,GSE31570,Epithelial,NA,Forebrain,31.201,GPL11002,H3K4me3,hm,20463419,28224715,38,0.725,0.943,0.476,0.997,30566,13278,717,0.248950131233596,0.236023622047244,0.347736220472441,0.167290026246719
5837,Mus musculus,GSM783884,GSE31570,NA,NA,Muscle,31.201,GPL11002,H3K4me3,hm,21731676,28852004,38,0.753,0.933,0.571,0.997,31081,13852,861,0.242716567188256,0.229295047588321,0.35112114857235,0.176867236651073
5892,Mus musculus,GSM628005,GSE25549,Myoblast,C2C12,Muscle,14.178,GPL9052,H3K4me3,hm,30113429,34143979,30,0.882,0.966,0.574,0.999,35164,7856,204,0.222453518877609,0.139528915250371,0.423691114406296,0.214326451465724
5893,Mus musculus,GSM628006,GSE25549,Myoblast,C2C12,Muscle,14.178,GPL9052,H3K4me3,hm,26610099,30967336,30,0.859,0.975,0.473,0.998,31082,8247,240,0.238176711753882,0.160441617974626,0.421022048616716,0.180359621654776
8317,Mus musculus,GSM813765,GSE32864,T Lymphocyte,NA,Blood,21.637,GPL9185,H3K4me3,hm,34911408,38636773,34,0.904,0.901,0.762,0.997,70244,12992,505,0.165109123026953,0.0877115505156989,0.44263205880677,0.304547267650578
8319,Mus musculus,GSM813767,GSE32864,T Lymphocyte,NA,Blood,21.637,GPL9185,H3K4me3,hm,33205716,36811261,35,0.902,0.887,0.759,0.997,72714,13239,500,0.163774716882474,0.0897444718120898,0.445529976745146,0.300950834560291
8321,Mus musculus,GSM813769,GSE32864,T Lymphocyte,NA,Blood,21.637,GPL9185,H3K4me3,hm,35040455,39575150,35,0.885,0.875,0.759,0.998,58307,11456,496,0.18429003021148,0.0994747322164241,0.449378604778907,0.266856632793189
8323,Mus musculus,GSM813771,GSE32864,T Lymphocyte,NA,Blood,21.637,GPL9185,H3K4me3,hm,23864252,27787264,37,0.859,0.938,0.508,0.997,58822,7974,103,0.179506382978723,0.128595744680851,0.436153191489362,0.255744680851064
8325,Mus musculus,GSM813773,GSE32864,T Lymphocyte,NA,Blood,21.637,GPL9185,H3K4me3,hm,32704999,34744613,38,0.941,0.863,0.792,0.998,63633,12479,548,0.177871765038835,0.0991949938681174,0.437439074242948,0.285494166850099
8327,Mus musculus,GSM813775,GSE32864,T Lymphocyte,NA,Blood,21.637,GPL9185,H3K4me3,hm,27811740,35558536,37,0.782,0.949,0.356,0.998,43417,8548,71,0.194180810529962,0.165662163722434,0.392033252511257,0.248123773236347
8339,Mus musculus,GSM818946,GSE33024,Myoblast,C2C12,Muscle,12.444,GPL13112,H3K4me3,hm,11963982,14663223,37,0.816,0.88,0.723,0.999,23797,10413,977,0.204300622790776,0.22130112775627,0.40944285473826,0.164955394714695
8340,Mus musculus,GSM818947,GSE33024,Myoblast,C2C12,Muscle,12.444,GPL13112,H3K4me3,hm,15312105,18438715,39,0.83,0.903,0.025,0.364,10047,75,7,0.0343519073297384,0.0937687237866986,0.306271220291592,0.565608148591971
8518,Mus musculus,GSM751459,GSE30199,Cortex,NA,Frontal,32.403,GPL9250,H3K4me3,hm,20357086,34181230,27,0.596,0.971,0.614,0.998,39361,14346,1298,0.195992055408433,0.198436545121206,0.392187818292931,0.213383581177429
8519,Mus musculus,GSM751460,GSE30199,Cortex,NA,Frontal,32.403,GPL9250,H3K4me3,hm,21189737,33557061,3,0.631,0.981,0.549,0.997,38308,12635,900,0.204380708135975,0.201528275717688,0.396409598827624,0.197681417318714
8590,Mus musculus,GSM758726,GSE30580,T Lymphocyte,NA,Blood,5.788,GPL9185,H3K4me3,hm,10978795,13229172,29,0.83,0.814,0.707,0.997,31397,14727,1397,0.248564501722598,0.168048998341202,0.386180936582876,0.197205563353324
8593,Mus musculus,GSM758729,GSE30580,T Lymphocyte,NA,Thymus,5.788,GPL9185,H3K4me3,hm,12219651,12860510,28,0.95,0.669,0.925,0.999,28569,15391,2650,0.232010924752267,0.211807136104205,0.370426135368885,0.185755803774642
8598,Mus musculus,GSM777094,GSE31331,Megakaryocyte,G1ME,Bone Marrow,14.178,GPL11002,H3K4me3,hm,12171826,14702227,32,0.828,0.963,0.533,0.993,57188,5994,20,0.147246244879381,0.0938692622807325,0.406218269668429,0.352666223171458
8613,Mus musculus,GSM826723,GSE33421,Epithelial,NA,Liver,13.608,GPL11002,H3K4me3,hm,38600454,41156850,37,0.938,0.964,0.104,0.396,41069,56,9,0.00638401559454191,0.297076023391813,0.617495126705653,0.0790448343079922
8614,Mus musculus,GSM826724,GSE33421,Epithelial,NA,Liver,13.608,GPL11002,H3K4me3,hm,31833613,34134334,34,0.933,0.985,0.102,0.415,38139,53,8,0.0069276792274588,0.322530702214758,0.593444945943109,0.0770966726146741
8726,Mus musculus,GSM610767,GSE24826,Dendritic Cell,NA,Spleen,13.853,GPL9250,H3K4me3,hm,30035499,41984595,36,0.715,0.96,0.771,1,32777,10394,436,0.159863009509831,0.177384337828334,0.401553374308167,0.261199278353668
8875,Mus musculus,GSM881354,GSE38596,Embryonic Stem Cell,E14,Embryo,13.608,GPL9250,H3K4me3,hm,6166567,7474539,35,0.825,0.928,0.235,0.992,18043,3654,18,0.205281846426986,0.244229915667998,0.429815801154017,0.120672436750999
8882,Mus musculus,GSM881362,GSE38596,Embryonic Stem Cell,E14,Embryo,13.608,GPL9250,H3K4me3,hm,18810273,23604159,37,0.797,0.995,0.088,0.981,14914,899,18,0.206912783269451,0.212157891197633,0.503664851052384,0.0772644744805326
8890,Mus musculus,GSM881371,GSE38596,Embryonic Stem Cell,E14,Embryo,13.608,GPL9250,H3K4me3,hm,32293969,41045781,36,0.787,0.996,0.125,0.991,19709,2025,17,0.254924917281751,0.184168999745482,0.459608042758972,0.101298040213795
8893,Mus musculus,GSM879920,GSE36049,Fibroblast,NIH-3T3,Embryo,32.403,GPL9250,H3K4me3,hm,15785432,21876613,25,0.722,0.956,0.541,0.996,29533,6852,99,0.224626131777951,0.12238461799315,0.417511614500322,0.235477635728577
8949,Mus musculus,GSM932939,GSE38046,B Lymphocyte,NA,Bone Marrow,9.205,GPL11002,H3K4me3,hm,4953251,6186290,28,0.801,0.969,0.432,0.989,27254,7281,114,0.237129313195899,0.167530224525043,0.434718700621027,0.160621761658031
8950,Mus musculus,GSM932940,GSE38046,B Lymphocyte,NA,Bone Marrow,9.205,GPL11002,H3K4me3,hm,5003383,6287942,27,0.796,0.971,0.429,0.991,27419,7083,103,0.237216946676406,0.16318480642805,0.438787436084733,0.160810810810811
8951,Mus musculus,GSM932941,GSE38046,B Lymphocyte,NA,Bone Marrow,9.205,GPL11002,H3K4me3,hm,4177365,5119582,29,0.816,0.961,0.44,0.986,26996,7175,60,0.256731696461687,0.123024998145538,0.456308879163267,0.163934426229508
8952,Mus musculus,GSM932942,GSE38046,B Lymphocyte,NA,Bone Marrow,9.205,GPL11002,H3K4me3,hm,4161580,5108112,29,0.815,0.962,0.436,0.986,26983,7058,53,0.256959394254324,0.122745156261599,0.457872466780491,0.162422982703585
8964,Mus musculus,GSM932954,GSE38046,B Lymphocyte,NA,Bone Marrow,9.205,GPL11002,H3K4me3,hm,2984611,4187277,26,0.713,0.939,0.314,0.989,20436,5780,20,0.282290083819421,0.15969805401696,0.429733836576638,0.128278025586981
8965,Mus musculus,GSM932955,GSE38046,B Lymphocyte,NA,Bone Marrow,9.205,GPL11002,H3K4me3,hm,3751912,5474498,26,0.685,0.969,0.32,0.991,22181,7063,79,0.277511745572823,0.152150343332129,0.42898445970365,0.141353451391399
8966,Mus musculus,GSM932956,GSE38046,B Lymphocyte,NA,Bone Marrow,9.205,GPL11002,H3K4me3,hm,3208109,4668997,25,0.687,0.955,0.294,0.989,20415,5418,17,0.282033665407077,0.160376895519458,0.429503852382588,0.128085586690877
8967,Mus musculus,GSM932957,GSE38046,B Lymphocyte,NA,Bone Marrow,9.205,GPL11002,H3K4me3,hm,3006256,4738253,24,0.634,0.985,0.278,0.988,19444,4169,13,0.275177816719926,0.162818266158128,0.436140604061437,0.125863313060509
8968,Mus musculus,GSM932958,GSE38046,B Lymphocyte,NA,Bone Marrow,9.205,GPL11002,H3K4me3,hm,2873467,4587785,23,0.626,0.985,0.266,0.985,18722,3676,13,0.276605995717345,0.159368308351178,0.437633832976445,0.126391862955032
8979,Mus musculus,GSM928127,GSE37776,Embryonic Stem Cell,TC1,Embryo,4.092,GPL9115,H3K4me3,hm,2433068,3439113,31,0.707,0.906,0.296,0.992,18841,4543,9,0.201848507383406,0.343036226495272,0.352066291299267,0.103048974822055
8983,Mus musculus,GSM928131,GSE37776,Embryonic Stem Cell,TC1,Embryo,4.092,GPL9250,H3K4me3,hm,18758886,23566116,31,0.796,0.978,0.408,0.998,24617,7454,116,0.278646469582214,0.227217200097728,0.375804218584575,0.118332111735483
8984,Mus musculus,GSM928132,GSE37776,Embryonic Stem Cell,3.2N,Embryo,4.092,GPL9185,H3K4me3,hm,17756571,22628796,31,0.785,0.976,0.374,0.998,24711,8660,175,0.271488809601038,0.235930911449886,0.37909503730133,0.113485241647746
9038,Mus musculus,GSM928449,GSE37822,Fibroblast,NA,Embryo,36.28,GPL9115,H3K4me3,hm,607003,1007929,38,0.602,0.856,0.068,0.694,49,17,7,0.0540540540540541,0,0.324324324324324,0.621621621621622
9042,Mus musculus,GSM928453,GSE37822,Fibroblast,NA,Embryo,36.28,NA,H3K4me3,hm,12552023,15956662,38,0.787,0.982,0.245,0.995,25096,1448,21,0.217549325025961,0.201493729531113,0.427749820273185,0.153207125169742
9049,Mus musculus,GSM928460,GSE37822,Fibroblast,NA,Embryo,36.28,GPL9185,H3K4me3,hm,741868,1344673,38,0.552,0.851,0.131,0.904,4689,49,6,0.15861479264643,0.137665669089354,0.645147498931167,0.0585720393330483
9052,Mus musculus,GSM928463,GSE37822,Embryonic Stem Cell,V6.5,Embryo,36.28,GPL9115,H3K4me3,hm,561777,781048,38,0.719,0.874,0.043,0.864,1093,15,4,0.102493074792244,0.131117266851339,0.696214219759926,0.0701754385964912
9056,Mus musculus,GSM928467,GSE37822,Embryonic Stem Cell,V6.5,Embryo,36.28,GPL9052,H3K4me3,hm,4462078,6939853,38,0.643,0.94,0.241,0.986,17972,1323,12,0.165421498661909,0.225133809099019,0.492752007136485,0.116692685102587
9060,Mus musculus,GSM928470,GSE37822,iPSC,NA,NA,36.28,NA,H3K4me3,hm,11293463,15230508,37,0.742,0.997,0.042,0.75,168,75,15,0.015748031496063,0.0551181102362205,0.196850393700787,0.732283464566929
9063,Mus musculus,GSM928473,GSE37822,iPSC,NA,NA,36.28,GPL9250,H3K4me3,hm,1848748,2387951,37,0.774,0.978,0.023,0.7,50,21,8,0,0,0.222222222222222,0.777777777777778
9065,Mus musculus,GSM590109,GSE23943,Embryonic Stem Cell,TNGA,Embryo,32.403,GPL11002,H3K4me3,hm,552975,852048,37,0.649,0.969,0.107,0.894,4358,103,2,0.146639042357274,0.175414364640884,0.609346224677716,0.0686003683241252
9066,Mus musculus,GSM590110,GSE23943,Embryonic Stem Cell,TNGA,Embryo,32.403,GPL11002,H3K4me3,hm,19762141,25646548,37,0.771,0.819,0.247,0.996,21393,6294,47,0.207647968508365,0.240498617554712,0.400440507990065,0.151412905946858
9067,Mus musculus,GSM590111,GSE23943,Embryonic Stem Cell,E14,Embryo,32.403,GPL11002,H3K4me3,hm,552612,708558,31,0.78,0.994,0.074,0.928,3305,76,3,0.162974203338391,0.19453717754173,0.576631259484067,0.0658573596358118
9068,Mus musculus,GSM590112,GSE23943,Embryonic Stem Cell,E14,Embryo,32.403,GPL11002,H3K4me3,hm,24480021,32814068,37,0.746,0.751,0.116,0.989,14310,3810,22,0.193267882187938,0.233099579242637,0.465427769985975,0.10820476858345
9190,Mus musculus,GSM767735,GSE30973,Macrophage,NA,Bone Marrow,21.637,GPL9185,H3K4me3,hm,363012,500005,36,0.726,0.993,0.251,0.942,6783,365,3,0.130646589902569,0.268821966341895,0.558015943312666,0.0425155004428698
9191,Mus musculus,GSM767737,GSE30973,Macrophage,NA,Bone Marrow,21.637,GPL9185,H3K4me3,hm,592392,765468,37,0.774,0.989,0.43,0.97,11006,1667,5,0.133290874351742,0.247384223455555,0.577108543353653,0.0422163588390501
9192,Mus musculus,GSM767736,GSE30973,Macrophage,NA,Bone Marrow,21.637,GPL9185,H3K4me3,hm,27933145,33974126,38,0.822,0.928,0.838,0.998,23388,7637,540,0.203266320888165,0.184362810236187,0.455870375926958,0.15650049294869
9225,Mus musculus,GSM877344,GSE35915,B Lymphocyte,NA,Spleen,12.444,GPL9250,H3K4me3,hm,261076,421394,34,0.62,0.992,0.039,0.652,23,10,3,0,0,0.133333333333333,0.866666666666667
9292,Mus musculus,GSM869791,GSE35498,NA,NA,Testis,36.28,GPL11002,H3K4me3,hm,272659,402183,35,0.678,0.998,0.012,0.903,226,8,1,0.184684684684685,0.310810810810811,0.423423423423423,0.0810810810810811
9293,Mus musculus,GSM869792,GSE35498,NA,NA,Testis,36.28,GPL11002,H3K4me3,hm,302965,399105,37,0.759,0.997,0.07,0.942,2359,20,1,0.121971950701232,0.367190820229494,0.458563535911602,0.0522736931576711
9294,Mus musculus,GSM869793,GSE35498,NA,NA,Testis,36.28,GPL11002,H3K4me3,hm,13193176,18664894,36,0.707,0.968,0.681,0.999,59917,15298,574,0.0838400374181478,0.187792329279701,0.344297073366297,0.384070559935855
9295,Mus musculus,GSM869794,GSE35498,NA,NA,Testis,36.28,GPL11002,H3K4me3,hm,9878384,30672764,28,0.322,0.976,0.601,0.997,59783,12131,241,0.117484554723994,0.173154519731445,0.341420128250205,0.367940797294356
9296,Mus musculus,GSM869795,GSE35498,NA,NA,Testis,36.28,GPL11002,H3K4me3,hm,904446,41432770,2,0.022,0.982,0.216,0.784,11902,1732,31,0.139663865546218,0.277226890756303,0.338067226890756,0.245042016806723
9297,Mus musculus,GSM869796,GSE35498,Epithelial,NA,Liver,36.28,GPL11002,H3K4me3,hm,28050,582699,2,0.048,0.996,0.004,0,8,6,0,0,0,0.25,0.75
9298,Mus musculus,GSM869797,GSE35498,NA,NA,Testis,36.28,GPL11002,H3K4me3,hm,14454541,19233812,37,0.752,0.973,0.672,0.999,59291,13279,165,0.0934967585089141,0.17797811993517,0.334245002701243,0.394280118854673
9528,Mus musculus,GSM722694,GSE29218,Epithelial,NA,Heart,36.28,NA,H3K4me3,hm,16973956,32548712,27,0.521,0.971,0.617,0.999,41385,12257,807,0.202104499274311,0.184615384615385,0.38096274794388,0.232317368166425
9534,Mus musculus,GSM722700,GSE29218,Epithelial,NA,Kidney,36.28,GPL9250,H3K4me3,hm,6031205,10343518,27,0.583,0.971,0.496,0.998,27983,9297,460,0.259373211219233,0.240125930165999,0.357183743560389,0.143317115054379
9540,Mus musculus,GSM722761,GSE29218,Epithelial,NA,Liver,36.28,GPL9250,H3K4me3,hm,31003047,49448671,30,0.627,0.934,0.734,1,36491,14450,2140,0.181705877508442,0.230158948033052,0.37227880418371,0.215856370274796
9546,Mus musculus,GSM722861,GSE29218,Epithelial,NA,Lung,36.28,GPL9250,H3K4me3,hm,18281562,26753066,28,0.683,0.968,0.536,0.999,35690,11722,936,0.202677293520052,0.219319170431903,0.361743327814105,0.21626020823394
9552,Mus musculus,GSM722992,GSE29218,NA,NA,Spleen,36.28,GPL11002,H3K4me3,hm,301621,585206,34,0.515,0.983,0.027,0.9,231,19,1,0.193548387096774,0.248847926267281,0.419354838709677,0.138248847926267
9556,Mus musculus,GSM723002,GSE29218,NA,NA,Spleen,36.28,GPL11154,H3K4me3,hm,11262063,15231356,34,0.739,0.92,0.679,0.999,29616,13474,2127,0.228246906902846,0.258873639375296,0.329592319653844,0.183287134068014
9560,Mus musculus,GSM723006,GSE29218,Fibroblast,NA,Embryo,36.28,GPL9250,H3K4me3,hm,16203818,41470370,25,0.391,0.952,0.606,0.998,33319,9415,436,0.247188308173453,0.196427497443917,0.399320382510375,0.157063811872256
17453,Mus musculus,GSM722633,GSE29218,Cortex,NA,NA,36.28,GPL9250,H3K4me3,hm,17824048,40656986,24,0.438,0.968,0.584,0.999,41503,11774,714,0.196526772793054,0.186468885672938,0.388904968644477,0.228099372889532
17457,Mus musculus,GSM722638,GSE29218,NA,NA,Bone Marrow,36.28,GPL11002,H3K4me3,hm,13374246,19728954,28,0.678,0.972,0.423,0.998,25335,10475,1330,0.227421841033951,0.245563416465752,0.37480731986878,0.152207422631517
17462,Mus musculus,GSM722665,GSE29218,NA,NA,Cerebellum,36.28,GPL9250,H3K4me3,hm,25101113,40109154,28,0.626,0.955,0.683,0.999,37124,12043,848,0.202173268261116,0.192897780893575,0.382721708415348,0.222207242429962
32932,Mus musculus,GSM1100708,GSE45282,Neural Stem Cell,NA,NA,25.421,NA,H3K4me3,hm,30412120,36626049,38,0.83,0.955,0.724,0.999,29744,10099,376,0.208185952501263,0.204581438436921,0.403200269496379,0.184032339565437
32976,Mus musculus,GSM968715,GSE39434,Neuron,HBG3,NA,NA,NA,H3K4me3,hm,163920,458663,21,0.357,0.996,0.07,0.95,1423,29,0,0.14496833216045,0.277973258268825,0.543983110485574,0.0330752990851513
33270,Mus musculus,GSM1175117,GSE48336,Neural Progenitor Cell,NA,NA,2.286,NA,H3K4me3,hm,27418416,32724614,39,0.838,0.916,0.7,0.995,34355,11283,463,0.232405462184874,0.145745798319328,0.437908496732026,0.183940242763772
33376,Mus musculus,GSM1163122,GSE47950,Cardiomyocyte,NA,NA,32.403,NA,H3K4me3,hm,64884546,100799222,37,0.644,0.931,0.375,0.998,35262,9491,132,0.221491040651796,0.209070449819104,0.345725436572373,0.223713072956727
33377,Mus musculus,GSM1163117,GSE47950,Mesodermal Cell,NA,NA,32.403,NA,H3K4me3,hm,64419009,91421974,35,0.705,0.928,0.682,0.999,43168,11400,954,0.151025813796789,0.189246962057669,0.369990009061549,0.289737215083994
33379,Mus musculus,GSM1163120,GSE47950,Cardiac Precursors,NA,NA,32.403,NA,H3K4me3,hm,65072599,93761351,37,0.694,0.896,0.517,0.999,31168,10838,390,0.230434922576699,0.231947976692528,0.337732994237517,0.199884106493256
33404,Mus musculus,GSM1163115,GSE47950,Embryonic Stem Cell,NA,Embryo,32.403,NA,H3K4me3,hm,67141617,88198724,36,0.761,0.928,0.619,0.998,84242,16571,947,0.0925386617851582,0.171455061989611,0.362582761776837,0.373423514448394
33405,Mus musculus,GSM1163118,GSE47950,Mesodermal Cell,NA,NA,32.403,NA,H3K4me3,hm,72609182,92467205,37,0.785,0.955,0.689,0.999,34229,7653,116,0.201342675383307,0.177538037583184,0.387382369323679,0.23373691770983
33412,Mus musculus,GSM1163116,GSE47950,Embryonic Stem Cell,NA,Embryo,32.403,NA,H3K4me3,hm,49590119,65273856,37,0.76,0.973,0.573,0.999,79901,12130,260,0.115105478885421,0.167638100251946,0.35940535729954,0.357851063563093
33413,Mus musculus,GSM1163121,GSE47950,Cardiomyocyte,NA,NA,32.403,NA,H3K4me3,hm,74414196,103119430,37,0.722,0.933,0.484,0.999,47520,11171,324,0.170188487870848,0.166659623024258,0.376616515932719,0.286535373172175
33416,Mus musculus,GSM1163119,GSE47950,Cardiac Precursors,NA,NA,32.403,NA,H3K4me3,hm,66799275,90500056,37,0.738,0.948,0.664,0.999,53283,12140,832,0.153708449536444,0.158287480214065,0.3700912037386,0.317912866510892
