X,species,unique,series,cell_type,cell_line,tissue_type,IF,platform,FactorName,FactorType,MappedReadsNumber,RawReadsNumber,FastQCscore,UniquelyMappedRatio,PBC,FRiP,UnionDHSRatio,AllPeaksNumber,PeaksFoldChange>=10,PeaksFoldChange>=20,PeaksPromoterPercentage,PeaksExonPercentage,PeaksIntronPercentage,PeaksIntergenicPercentage
59246,Mus musculus,GSM1939134,GSE74971,Neuron,NA,NA,15.531,NA,H3K27me3,hm,34684266,39566894,39,0.877,0.989,0.02,0.895,3618,70,38,0.103794642857143,0.184709821428571,0.313337053571429,0.398158482142857
59247,Mus musculus,GSM1939135,GSE74971,Neuron,NA,Cortex,15.531,NA,H3K27me3,hm,29089063,35496114,39,0.819,0.981,0.02,0.872,1636,78,48,0.118675827607745,0.181136789506558,0.283572767020612,0.416614615865084
59248,Mus musculus,GSM1939136,GSE74971,Neuron,NA,Cortex,15.531,NA,H3K27me3,hm,26256588,32672316,39,0.804,0.967,0.02,0.886,862,72,44,0.134382566585956,0.171912832929782,0.319612590799031,0.37409200968523
59249,Mus musculus,GSM1939137,GSE74971,Neuron,NA,Cortex,15.531,NA,H3K27me3,hm,30706056,36320351,39,0.845,0.981,0.014,0.884,551,65,40,0.103053435114504,0.25763358778626,0.291984732824427,0.347328244274809
59250,Mus musculus,GSM1939138,GSE74971,Neuron,NA,Cortex,15.531,NA,H3K27me3,hm,34719680,41713044,39,0.832,0.969,0.014,0.894,634,64,41,0.102819237147595,0.243781094527363,0.303482587064677,0.349917081260365
59251,Mus musculus,GSM1939139,GSE74971,Neuron,NA,NA,15.531,NA,H3K27me3,hm,1392555,1572864,39,0.885,0.644,0.005,0.985,67,1,0,0.149253731343284,0.253731343283582,0.328358208955224,0.26865671641791
59252,Mus musculus,GSM1939140,GSE74971,Neuron,NA,NA,15.531,NA,H3K27me3,hm,24832313,30875414,39,0.804,0.942,0.023,0.925,1758,67,46,0.120739456961294,0.216637781629116,0.316580011554015,0.346042749855575
59253,Mus musculus,GSM1939141,GSE74971,Neuron,NA,NA,15.531,NA,H3K27me3,hm,29923592,36012336,39,0.831,0.95,0.015,0.922,1465,64,40,0.124567474048443,0.269204152249135,0.313494809688581,0.292733564013841
59254,Mus musculus,GSM1939142,GSE74971,Neuron,NA,NA,15.531,NA,H3K27me3,hm,26331527,31929553,39,0.825,0.969,0.014,0.913,493,65,37,0.126315789473684,0.229473684210526,0.303157894736842,0.341052631578947
59255,Mus musculus,GSM1939143,GSE74971,Neuron,NA,NA,15.531,NA,H3K27me3,hm,31638426,38522756,38,0.821,0.982,0.025,0.851,2382,74,46,0.110731081658829,0.141513467293715,0.301410859341599,0.446344591705857
59256,Mus musculus,GSM1939144,GSE74971,Neuron,NA,NA,15.531,NA,H3K27me3,hm,31261986,38068144,39,0.821,0.988,0.028,0.884,2952,85,51,0.109617373319545,0.173733195449845,0.2992071699414,0.417442261289211
59257,Mus musculus,GSM1939145,GSE74971,Neuron,NA,NA,15.531,NA,H3K27me3,hm,32797885,37492975,39,0.875,0.986,0.017,0.895,2457,74,43,0.113767518549052,0.204451772464963,0.299670239076669,0.382110469909316
59258,Mus musculus,GSM1939146,GSE74971,Neuron,NA,NA,15.531,NA,H3K27me3,hm,40909865,49057125,39,0.834,0.993,0.023,0.868,726,81,52,0.108308605341246,0.247774480712166,0.327893175074184,0.316023738872404
59338,Mus musculus,GSM1954957,GSE75426,Embryonic Stem Cell,ESC,embryonic stem cell,NA,NA,H3K27me3,hm,38624795,49662715,34,0.778,0.989,0.055,0.751,9829,135,64,0.17021059088121,0.105602126354529,0.388570844408097,0.335616438356164
59339,Mus musculus,GSM1954958,GSE75426,Embryonic Stem Cell,ESC,embryonic stem cell,NA,NA,H3K27me3,hm,45542502,56488431,34,0.806,0.988,0.073,0.775,15212,183,62,0.146742359231632,0.0919532642418641,0.361409994059014,0.39989438246749
59340,Mus musculus,GSM1954959,GSE75426,NA,TKO,Blood,NA,NA,H3K27me3,hm,42181662,54257250,34,0.777,0.985,0.142,0.866,20777,621,85,0.113770143780758,0.101273762424008,0.351297886712342,0.433658207082891
59341,Mus musculus,GSM1954960,GSE75426,NA,TKO,Blood,NA,NA,H3K27me3,hm,40510671,51072694,34,0.793,0.986,0.14,0.874,20152,576,79,0.114676616915423,0.104278606965174,0.351243781094527,0.429800995024876
59342,Mus musculus,GSM1954961,GSE75426,Embryonic Stem Cell,ESC,embryonic stem cell,NA,NA,H3K27me3,hm,15394409,20016311,34,0.769,0.992,0.049,0.74,154,99,69,0.00793650793650794,0.0873015873015873,0.277777777777778,0.626984126984127
59343,Mus musculus,GSM1954962,GSE75426,NA,TKO,Blood,NA,NA,H3K27me3,hm,15525452,20035454,34,0.775,0.992,0.046,0.729,144,98,66,0.0169491525423729,0.0677966101694915,0.26271186440678,0.652542372881356
139,Mus musculus,GSM544719,GSE21898,Preadipocyte,3T3-L1,Adipose,12.444,GPL9250,H3K9ac,hm,6109520,7564341,24,0.808,0.963,0.065,0.897,8496,33,2,0.253625751680226,0.0739299610894942,0.576818771371301,0.0956255158589789
140,Mus musculus,GSM544718,GSE21898,Preadipocyte,3T3-L1,Adipose,12.444,GPL9250,H3K9ac,hm,5535933,6902639,24,0.802,0.966,0.056,0.86,5820,25,4,0.191199309749784,0.0698878343399482,0.670405522001726,0.0685073339085418
141,Mus musculus,GSM532744,GSE21314,Preadipocyte,3T3-L1,Adipose,5.527,GPL9250,H3K9ac,hm,6107119,7564341,24,0.807,0.963,0.065,0.897,8481,33,2,0.2537207654146,0.073706591070163,0.576659579494448,0.095913064020789
308,Mus musculus,GSM721301,GSE25308,Myoblast,C2C12,Muscle,9.681,GPL9250,H3K9ac,hm,39745832,64698512,31,0.614,0.991,0.029,0.821,6315,42,6,0.162996302845202,0.0546535926699887,0.5135830252371,0.268767079247709
309,Mus musculus,GSM721300,GSE25308,Myoblast,C2C12,Muscle,9.681,GPL9250,H3K9ac,hm,13033731,22093048,29,0.59,0.992,0.045,0.908,8957,203,7,0.197352182205767,0.0698979019409851,0.618983507236621,0.113766408616627
1593,Mus musculus,GSM552232,GSE22178,Haematopoietic Progenitor Cell,HPC-7,Bone Marrow,5.527,GPL9250,H3K9ac,hm,4177341,6159749,40,0.678,0.909,0.312,0.859,33084,10058,859,0.110365060641805,0.155370051114539,0.449354263073526,0.28491062517013
2646,Mus musculus,GSM544717,GSE21898,Macrophage,RAW264.7,Blood,12.444,GPL9250,H3K9ac,hm,5943686,7318488,24,0.812,0.955,0.092,0.907,10285,44,2,0.228070175438596,0.0805068226120858,0.60448343079922,0.0869395711500975
3954,Mus musculus,GSM773490,GSE28292,Th2,NA,Blood,5.788,GPL11002,H3K9ac,hm,13576215,17097906,30,0.794,0.805,0.107,0.973,21968,270,9,0.232420361846603,0.114706284464294,0.464293852253566,0.188579501435538
3955,Mus musculus,GSM773489,GSE28292,T Lymphocyte,NA,Blood,5.788,GPL11002,H3K9ac,hm,11798703,14715943,29,0.802,0.475,0.053,0.893,7790,115,7,0.215764433586216,0.107496463932108,0.47987655908448,0.196862543397197
3956,Mus musculus,GSM688819,GSE32111,Erythroblast,NA,Fetal Liver,9.898,GPL9185,H3K9ac,hm,4741127,19551199,29,0.242,0.929,0.084,0.976,9230,1459,24,0.259891304347826,0.24945652173913,0.397282608695652,0.0933695652173913
3957,Mus musculus,GSM688810,GSE32111,Erythroblast,NA,Fetal Liver,9.898,GPL9185,H3K9ac,hm,2019066,2629538,29,0.768,0.979,0.267,0.989,11821,3338,110,0.229870459740919,0.273727880789095,0.384218101769537,0.112183557700449
3958,Mus musculus,GSM647037,GSE26345,Hepatocyte,NA,Liver,12.444,GPL9250,H3K9ac,hm,21256967,23531325,36,0.903,0.978,0.06,0.878,15854,34,1,0.220313289540172,0.0380874178878221,0.546488125315816,0.19511116725619
3959,Mus musculus,GSM647036,GSE26345,Hepatocyte,NA,Liver,12.444,GPL9250,H3K9ac,hm,23363518,25808658,36,0.905,0.976,0.072,0.912,18634,57,1,0.224950303551281,0.0411003062375759,0.554128834685435,0.179820555525708
3960,Mus musculus,GSM647035,GSE26345,Hepatocyte,NA,Liver,12.444,GPL9250,H3K9ac,hm,9796071,10799793,35,0.907,0.971,0.032,0.735,7337,62,1,0.240950689796476,0.0267722988662751,0.571916404862724,0.160360606474525
3961,Mus musculus,GSM566963,GSE20852,B Lymphocyte,NA,Spleen,31.201,GPL9185,H3K9ac,hm,16073786,25979188,29,0.619,0.917,0.566,0.997,44297,9319,250,0.178745707572745,0.107943249593349,0.460419302367613,0.252891740466293
3962,Mus musculus,GSM566962,GSE20852,B Lymphocyte,NA,Spleen,31.201,GPL9185,H3K9ac,hm,937349,1835008,29,0.511,0.948,0.336,0.989,11248,3585,115,0.203880039156358,0.29509655602029,0.408027053484026,0.0929963513393254
3963,Mus musculus,GSM532743,GSE21314,Macrophage,NA,Peritoneum,5.527,GPL9250,H3K9ac,hm,6962099,10063095,30,0.692,0.71,0.054,0.957,9637,243,7,0.216595611937195,0.223354476447957,0.442029739003847,0.118020172611001
5400,Mus musculus,GSM859500,GSE34954,T Lymphocyte,NA,Blood,22.462,GPL9250,H3K9ac,hm,14034252,18209396,37,0.771,0.949,0.024,0.929,1586,63,6,0.240490006447453,0.221792392005158,0.417150225660864,0.120567375886525
5401,Mus musculus,GSM859501,GSE34954,T Lymphocyte,NA,Blood,22.462,GPL9250,H3K9ac,hm,14299231,20214852,37,0.707,0.814,0.039,0.945,1838,99,8,0.188542825361513,0.276418242491657,0.419354838709677,0.115684093437152
5408,Mus musculus,GSM859508,GSE34954,T Lymphocyte,NA,Lymph Node,22.462,GPL9250,H3K9ac,hm,13414596,20757270,37,0.646,0.711,0.059,0.806,180,38,5,0.0967741935483871,0.129032258064516,0.341935483870968,0.432258064516129
5409,Mus musculus,GSM859509,GSE34954,T Lymphocyte,NA,Lymph Node,22.462,GPL9250,H3K9ac,hm,13867708,18142239,37,0.764,0.954,0.036,0.964,6025,226,6,0.196091531651912,0.28027392684149,0.417905461833974,0.105729079672624
5475,Mus musculus,GSM803114,GSE32311,Thymocyte,NA,Thymus,26.008,GPL9185,H3K9ac,hm,8761886,12662225,39,0.692,0.957,0.084,0.993,14607,1570,9,0.208384794840126,0.295320433648964,0.389803760120763,0.106491011390147
5480,Mus musculus,GSM803119,GSE32311,Thymocyte,NA,Thymus,26.008,GPL9185,H3K9ac,hm,15666454,22719768,37,0.69,0.657,0.017,0.934,4807,97,5,0.169105351170569,0.239339464882943,0.498327759197324,0.0932274247491639
5485,Mus musculus,GSM803124,GSE32311,Thymocyte,NA,Thymus,26.008,GPL9185,H3K9ac,hm,16475967,21792531,37,0.756,0.943,0.03,0.969,9943,175,8,0.206945285685443,0.180496668685645,0.514940440137291,0.0976176054916212
5791,Mus musculus,GSM830473,GSE33609,Macrophage,NA,Bone Marrow,12.444,GPL11002,H3K9ac,hm,23040749,34191201,38,0.674,0.937,0.115,0.991,21555,1968,17,0.236069698099143,0.206205739843459,0.390980245993291,0.166744316064107
5792,Mus musculus,GSM830474,GSE33609,Macrophage,NA,Bone Marrow,12.444,GPL11002,H3K9ac,hm,23764467,34765340,38,0.684,0.951,0.11,0.99,22956,1475,15,0.228835053349659,0.197743571803393,0.398460731152702,0.174960643694245
5793,Mus musculus,GSM830475,GSE33609,Macrophage,NA,Bone Marrow,12.444,GPL11002,H3K9ac,hm,24299185,35345399,8,0.687,0.926,0.109,0.988,22647,1063,14,0.228239673816699,0.190879276723985,0.406842758376174,0.174038291083141
5794,Mus musculus,GSM830476,GSE33609,Macrophage,NA,Bone Marrow,12.444,GPL11002,H3K9ac,hm,19847366,27787264,38,0.714,0.941,0.122,0.991,23140,1452,14,0.225985515416974,0.19445769547682,0.403790277115226,0.17576651199098
8703,Mus musculus,GSM610744,GSE24826,Fibroblast,NA,Embryo,13.853,GPL9250,H3K9ac,hm,26294858,32846763,37,0.801,0.95,0.773,0.999,26420,7176,234,0.223136422234018,0.204633351027527,0.385189959808903,0.187040266929552
8704,Mus musculus,GSM610745,GSE24826,Fibroblast,NA,Embryo,13.853,GPL9250,H3K9ac,hm,23165915,36139363,36,0.641,0.994,0.043,0.97,11893,115,13,0.21239837398374,0.261517615176152,0.459180216802168,0.0669037940379404
8709,Mus musculus,GSM610750,GSE24826,Fibroblast,NA,Embryo,13.853,GPL9250,H3K9ac,hm,29757108,38574568,37,0.771,0.952,0.786,0.999,26122,6691,232,0.222776073619632,0.195743865030675,0.399424846625767,0.182055214723926
8710,Mus musculus,GSM610751,GSE24826,Fibroblast,NA,Embryo,13.853,GPL9250,H3K9ac,hm,12851157,24315308,37,0.529,0.959,0.175,0.997,18014,5739,65,0.235769187924696,0.300323047788794,0.353180349782778,0.110727414503732
8715,Mus musculus,GSM610756,GSE24826,Fibroblast,NA,Embryo,13.853,GPL9250,H3K9ac,hm,26429732,33632976,36,0.786,0.948,0.768,0.999,29596,6738,216,0.216826288537683,0.164844834004535,0.406138955633016,0.212189921824766
8716,Mus musculus,GSM610757,GSE24826,Fibroblast,NA,Embryo,13.853,GPL9250,H3K9ac,hm,22072110,34446797,36,0.641,0.989,0.078,0.986,19227,451,12,0.224758422564638,0.209715330373466,0.441890833115696,0.1236354139462
8721,Mus musculus,GSM610762,GSE24826,Fibroblast,NA,Embryo,13.853,GPL9250,H3K9ac,hm,26581046,34203320,35,0.777,0.952,0.765,0.999,25665,6835,229,0.215635001170869,0.201233315119819,0.396651315275935,0.186480368433378
8722,Mus musculus,GSM610763,GSE24826,Fibroblast,NA,Embryo,13.853,GPL9250,H3K9ac,hm,8926513,17447543,37,0.512,0.948,0.171,0.996,17090,5114,49,0.231446171897917,0.301789381050161,0.35793487826342,0.108829568788501
8953,Mus musculus,GSM932943,GSE38046,B Lymphocyte,NA,Bone Marrow,9.205,GPL11002,H3K9ac,hm,4529446,5439264,29,0.833,0.98,0.22,0.987,20967,4830,87,0.220662656354435,0.167000859352621,0.43659887329323,0.175737610999714
8954,Mus musculus,GSM932944,GSE38046,B Lymphocyte,NA,Bone Marrow,9.205,GPL11002,H3K9ac,hm,4400685,5285262,29,0.833,0.98,0.22,0.986,21163,4834,81,0.219678334910123,0.166414380321665,0.437038789025544,0.176868495742668
8955,Mus musculus,GSM932946,GSE38046,B Lymphocyte,NA,Bone Marrow,9.205,GPL11002,H3K9ac,hm,4172705,5326698,29,0.783,0.985,0.151,0.982,17537,2758,27,0.234709611101593,0.141396836274342,0.456455941979327,0.167437610644738
8956,Mus musculus,GSM932945,GSE38046,B Lymphocyte,NA,Bone Marrow,9.205,GPL11002,H3K9ac,hm,3978296,5086437,29,0.782,0.985,0.149,0.979,17027,2631,27,0.238117647058824,0.145352941176471,0.454411764705882,0.162117647058824
8969,Mus musculus,GSM932959,GSE38046,B Lymphocyte,NA,Bone Marrow,9.205,GPL11002,H3K9ac,hm,495335,2126992,20,0.233,0.986,0.02,0.714,199,34,3,0.291666666666667,0.046875,0.322916666666667,0.338541666666667
8970,Mus musculus,GSM932960,GSE38046,B Lymphocyte,NA,Bone Marrow,9.205,GPL11002,H3K9ac,hm,1117220,4931142,20,0.227,0.987,0.04,0.775,2177,245,7,0.290665434380776,0.0868761552680222,0.358133086876155,0.264325323475046
8971,Mus musculus,GSM932961,GSE38046,B Lymphocyte,NA,Bone Marrow,9.205,GPL11002,H3K9ac,hm,1195912,4994103,20,0.239,0.986,0.043,0.801,2504,303,6,0.296548956661316,0.0830658105939005,0.367576243980738,0.252808988764045
8972,Mus musculus,GSM932962,GSE38046,B Lymphocyte,NA,Bone Marrow,9.205,GPL11002,H3K9ac,hm,1240019,4623135,21,0.268,0.984,0.047,0.752,3028,341,11,0.286662242866622,0.0905773059057731,0.35036496350365,0.272395487723955
8973,Mus musculus,GSM932963,GSE38046,B Lymphocyte,NA,Bone Marrow,9.205,GPL11002,H3K9ac,hm,4592797,6347683,28,0.724,0.984,0.052,0.958,8130,1022,19,0.300185070943862,0.115977791486737,0.423935842072795,0.159901295496607
33693,Mus musculus,GSM1005504,GSE40896,Embryonic Stem Cell,NA,Embryo,12.712,NA,H3K9ac,hm,7332644,9522056,38,0.77,0.307,0.036,0.604,3916,41,8,0.117223650385604,0.129305912596401,0.438303341902314,0.315167095115681
33706,Mus musculus,GSM775313,GSE31284,Embryonic Stem Cell,E14,Embryo,4.073,NA,H3K9ac,hm,14375679,17530793,36,0.82,0.99,0.044,0.983,17955,239,9,0.190096025011166,0.219238499330058,0.347923179991067,0.242742295667709
33712,Mus musculus,GSM896918,GSE36561,Embryonic Stem Cell,V6.5,Embryo,NA,NA,H3K9ac,hm,4375144,7456288,34,0.587,0.978,0.167,0.99,22652,1939,7,0.205861550702856,0.276368137211564,0.359959331624083,0.157810980461498
35783,Mus musculus,GSM989021,GSE40235,Endothelial Cell,NA,NA,9.205,NA,H3K9ac,hm,28519699,34340007,37,0.831,0.974,0.289,0.998,40119,7907,238,0.197652933832709,0.154307116104869,0.412684144818976,0.235355805243446
35785,Mus musculus,GSM989020,GSE40235,Endothelial Cell,NA,NA,9.205,NA,H3K9ac,hm,26109564,33305541,38,0.784,0.996,0.068,0.993,19163,3100,38,0.248204644336112,0.20516852754626,0.419405566913037,0.127221261204592
35881,Mus musculus,GSM1180109,GSE48514,Plasma Cell,NA,NA,9.681,NA,H3K9ac,hm,10956161,15542483,28,0.705,0.952,0.235,0.962,34846,1839,13,0.170693865823876,0.105099841976727,0.490360580376383,0.233845711823014
35902,Mus musculus,GSM1180123,GSE48514,Plasma Cell,NA,NA,9.681,NA,H3K9ac,hm,30917704,34097189,37,0.907,0.945,0.379,0.991,59598,3765,37,0.128254256374057,0.115178406359771,0.45483117363317,0.301736163633002
35904,Mus musculus,GSM1180100,GSE48514,Plasma Cell,NA,NA,9.681,NA,H3K9ac,hm,10283638,12239994,27,0.84,0.899,0.304,0.948,40231,1916,4,0.152233976353454,0.0934660858742999,0.486148102053516,0.268151835718731
36213,Mus musculus,GSM1225100,GSE50637,Epithelial,NA,Heart,4.773,NA,H3K9ac,hm,42949241,46290562,38,0.928,0.962,0.304,0.999,42313,7197,172,0.163355565015846,0.192918972612459,0.378009554893335,0.26571590747836
36214,Mus musculus,GSM1225099,GSE50637,Epithelial,NA,Heart,4.773,NA,H3K9ac,hm,52279690,56279439,38,0.929,0.976,0.342,0.999,59791,5546,42,0.139502970462723,0.152723621454272,0.400083675006276,0.30768973307673
36215,Mus musculus,GSM1225101,GSE50637,Epithelial,NA,Heart,4.773,NA,H3K9ac,hm,53059637,57087118,38,0.929,0.954,0.358,0.999,53725,6272,55,0.151870681788554,0.158425982829581,0.389053392182059,0.300649943199806
37786,Mus musculus,GSM982799,GSE39977,Epithelial,NA,Liver,31.201,NA,H3K9ac,hm,13046232,33342937,9,0.391,0.82,0.019,0.818,1518,57,4,0.307228915662651,0.0669344042838019,0.476572958500669,0.149263721552878
37867,Mus musculus,GSM982798,GSE39977,Epithelial,NA,Liver,31.201,NA,H3K9ac,hm,11320585,29664909,9,0.382,0.829,0.018,0.799,1125,49,4,0.310407239819005,0.0642533936651584,0.460633484162896,0.164705882352941
38886,Mus musculus,GSM982800,GSE39977,Epithelial,NA,Liver,31.201,NA,H3K9ac,hm,10698410,26813937,9,0.399,0.817,0.02,0.813,1424,53,4,0.287954383464006,0.0627227369921597,0.500356379187455,0.148966500356379
38888,Mus musculus,GSM982801,GSE39977,Epithelial,NA,Liver,31.201,NA,H3K9ac,hm,13299535,33603402,9,0.396,0.863,0.019,0.789,1043,48,5,0.285574092247301,0.0510304219823356,0.503434739941119,0.159960745829244
39536,Mus musculus,GSM1000126,GSE49847,Embryonic Stem Cell,E14,Embryo,NA,NA,H3K9ac,hm,56367180,78088756,39,0.722,0.85,0.181,0.98,34990,3326,105,0.138922327314417,0.144396675265119,0.355574663227286,0.361106334193179
39646,Mus musculus,GSM863801,GSE34546,Embryonic Fibroblast,NA,NA,4.46,NA,H3K9ac,hm,4972860,5786917,39,0.859,0.763,0.169,0.986,14442,738,5,0.202122494277589,0.180481376153153,0.524103488936672,0.0932926406325865
39647,Mus musculus,GSM863804,GSE34546,Embryonic Fibroblast,NA,NA,4.46,NA,H3K9ac,hm,4063449,4755286,39,0.855,0.781,0.172,0.984,15793,841,9,0.208312182741117,0.195241116751269,0.49993654822335,0.096510152284264
39648,Mus musculus,GSM863803,GSE34546,Embryonic Fibroblast,NA,NA,4.46,NA,H3K9ac,hm,1990536,2278959,39,0.873,0.793,0.142,0.962,10792,267,4,0.179987004548408,0.202729044834308,0.547943933908846,0.0693400167084378
39650,Mus musculus,GSM863802,GSE34546,Embryonic Fibroblast,NA,NA,4.46,NA,H3K9ac,hm,5302703,6131312,39,0.865,0.758,0.19,0.986,16358,751,6,0.205939987752603,0.174586650336803,0.516166564605021,0.103306797305573
39664,Mus musculus,GSM1119601,GSE45914,Macrophage,NA,Bone Marrow,36.28,NA,H3K9ac,hm,18970105,21341117,39,0.889,0.729,0.309,0.995,30670,5442,70,0.189576398407415,0.178839501338033,0.402519417792572,0.22906468246198
39668,Mus musculus,GSM1119602,GSE45914,Macrophage,NA,Bone Marrow,36.28,NA,H3K9ac,hm,17720250,19885353,39,0.891,0.846,0.344,0.997,36001,5550,77,0.181853560905098,0.15994885194863,0.409406793795519,0.248790793350753
39669,Mus musculus,GSM1119604,GSE45914,Macrophage,NA,NA,36.28,NA,H3K9ac,hm,3927366,4714462,38,0.833,0.262,0.38,0.975,12299,3055,20,0.169379781865538,0.289923490151392,0.427397037278203,0.113299690704867
39672,Mus musculus,GSM1119603,GSE45914,Macrophage,NA,NA,36.28,NA,H3K9ac,hm,8628617,10668606,38,0.809,0.491,0.607,0.995,21953,9281,884,0.177457596206456,0.23399598759803,0.398914827649097,0.189631588546416
41884,Mus musculus,GSM1198156,GSE49365,Epithelial,NA,Liver,14.178,NA,H3K9ac,hm,40571921,44552900,39,0.911,0.788,0.134,0.987,27103,1397,31,0.209396816015957,0.141580172127212,0.426808997894581,0.22221401396225
41885,Mus musculus,GSM1198157,GSE49365,Epithelial,NA,Liver,14.178,NA,H3K9ac,hm,43637141,47433416,39,0.92,0.833,0.188,0.992,33851,2702,53,0.198332446336704,0.137277511678789,0.422417361480693,0.241972680503814
41886,Mus musculus,GSM1198158,GSE49365,Epithelial,NA,Liver,14.178,NA,H3K9ac,hm,36511609,39671210,39,0.92,0.779,0.127,0.99,26566,1532,31,0.218161266013564,0.148153730218538,0.416013564431047,0.21767143933685
41887,Mus musculus,GSM1198159,GSE49365,Epithelial,NA,Liver,14.178,NA,H3K9ac,hm,52158224,56784524,39,0.919,0.921,0.236,0.996,45392,2865,54,0.172560518541382,0.120133162837868,0.43710040125226,0.270205917368491
41888,Mus musculus,GSM1198160,GSE49365,Epithelial,NA,Liver,14.178,NA,H3K9ac,hm,7473512,8126464,39,0.92,0.939,0.166,0.983,25617,1830,49,0.227837711069418,0.090838023764853,0.453877423389619,0.22744684177611
41889,Mus musculus,GSM1198161,GSE49365,Epithelial,NA,Liver,14.178,NA,H3K9ac,hm,6924641,7602176,39,0.911,0.935,0.165,0.982,24159,2258,38,0.242321243523316,0.090860103626943,0.45119170984456,0.215626943005181
41890,Mus musculus,GSM1198162,GSE49365,Epithelial,NA,Liver,14.178,NA,H3K9ac,hm,5050553,5505024,39,0.917,0.936,0.116,0.974,17163,1082,25,0.263437408812372,0.0965275751386052,0.446629705281587,0.193405310767435
41891,Mus musculus,GSM1198163,GSE49365,Epithelial,NA,Liver,14.178,NA,H3K9ac,hm,8430672,9175040,39,0.919,0.948,0.199,0.987,30200,2535,74,0.212867513010043,0.0904239451092181,0.451854552686533,0.244853989194206
42055,Mus musculus,GSM1219509,GSE50453,Epithelial,NA,Large Intestine,36.28,NA,H3K9ac,hm,41344966,52018547,38,0.795,0.992,0.061,0.97,21239,249,13,0.210070512517155,0.124367043679902,0.464388812644929,0.201173631158014
42056,Mus musculus,GSM1219510,GSE50453,Epithelial,NA,Large Intestine,36.28,NA,H3K9ac,hm,35453651,43560467,38,0.814,0.983,0.075,0.976,21977,472,14,0.216888929484837,0.12120935330654,0.467985020094995,0.193916697113628
42057,Mus musculus,GSM1219511,GSE50453,Epithelial,NA,Large Intestine,36.28,NA,H3K9ac,hm,25970177,31264776,38,0.831,0.948,0.061,0.967,17191,408,17,0.226781857451404,0.1119607728679,0.480824236763762,0.180433132916934
42058,Mus musculus,GSM1219512,GSE50453,Epithelial,NA,Large Intestine,36.28,NA,H3K9ac,hm,32857504,39720135,38,0.827,0.947,0.067,0.957,17787,350,15,0.216640325129826,0.1011515014676,0.487920523820275,0.194287649582298
42059,Mus musculus,GSM1219513,GSE50453,Epithelial,NA,Large Intestine,36.28,NA,H3K9ac,hm,37900055,46637537,38,0.813,0.988,0.061,0.971,19500,231,13,0.21632905520334,0.128137724859543,0.465697644451317,0.1898355754858
42060,Mus musculus,GSM1219514,GSE50453,Epithelial,NA,Large Intestine,36.28,NA,H3K9ac,hm,25038170,36576591,38,0.685,0.947,0.077,0.974,19619,543,15,0.222136975090788,0.141885325558795,0.462943071965628,0.173034627384789
43028,Mus musculus,GSM1246687,GSE51505,Fibroblast,NIH-3T3,Embryo,9.036,NA,H3K9ac,hm,26810824,33977501,35,0.789,0.979,0.307,0.997,45455,6134,110,0.164414662640245,0.130799920647166,0.368814336411929,0.335971080300659
43620,Mus musculus,GSM1296572,GSE53595,Pro-B Lymphocyte,NA,NA,26.008,NA,H3K9ac,hm,30305746,34477570,39,0.879,0.983,0.333,0.998,31910,4336,33,0.172583733559343,0.177386445679129,0.386477069403899,0.263552751357629
43621,Mus musculus,GSM1296573,GSE53595,Pro-B Lymphocyte,NA,NA,26.008,NA,H3K9ac,hm,31655144,35796388,39,0.884,0.985,0.321,0.998,29313,3374,19,0.169690756876815,0.1782333845891,0.398086451392448,0.253989407141637
43622,Mus musculus,GSM1296574,GSE53595,Pro-B Lymphocyte,NA,NA,26.008,NA,H3K9ac,hm,27955287,31971859,39,0.874,0.986,0.311,0.997,30138,3806,24,0.168854474759895,0.178259280183444,0.392177062909175,0.260709182147486
43623,Mus musculus,GSM1296575,GSE53595,Pro-B Lymphocyte,NA,NA,26.008,NA,H3K9ac,hm,29423115,33525156,39,0.878,0.985,0.314,0.998,31138,3832,27,0.169411386297845,0.17114827918945,0.394371180443873,0.265069154068832
44068,Mus musculus,GSM1027482,GSE41920,NA,MC3T3,NA,NA,NA,H3K9ac,hm,29954576,33976692,37,0.882,0.855,0.379,0.997,31603,3739,21,0.183292679063579,0.116862546330028,0.435613140304749,0.264231634301644
44075,Mus musculus,GSM1027500,GSE41920,NA,MC3T3,NA,NA,NA,H3K9ac,hm,38551627,42093358,38,0.916,0.951,0.466,0.998,40855,3216,16,0.137741722016617,0.0959780397539276,0.431558050047793,0.334722188181662
46542,Mus musculus,GSM1000115,GSE49847,Lymphoblastoid,CH12,Blood,NA,NA,H3K9ac,hm,22117942,26935484,39,0.821,0.889,0.107,0.984,23171,295,15,0.209043704024232,0.168801384681956,0.426568585028126,0.195586326265686
46558,Mus musculus,GSM1000127,GSE49847,Embryonic Stem Cell,NA,Embryo,NA,NA,H3K9ac,hm,51809344,71468115,38,0.725,0.873,0.236,0.995,52045,4315,36,0.173942320641822,0.200434807703407,0.321950093310503,0.303672778344268
46578,Mus musculus,GSM1000149,GSE49847,Epithelial,NA,Heart,NA,NA,H3K9ac,hm,38630695,46051891,38,0.839,0.985,0.291,0.998,54418,8199,285,0.153435550074546,0.172927902225331,0.407314693809936,0.266321853890188
46596,Mus musculus,GSM1000153,GSE49847,Epithelial,NA,Liver,NA,NA,H3K9ac,hm,33939248,41126585,38,0.825,0.965,0.375,0.998,52125,9485,566,0.155890832212185,0.170286373246204,0.41055160484336,0.263271189698251
